task_name,problem_type,target_column,primary_metric,evaluation_strategy,model_name,mode,fit_seconds,best_params_json,mae,mae_std,rmse,rmse_std,r2,r2_std
regression_si,regression,SI,mae,holdout,random_forest,indirect,30.102153917003307,"{""cc50_component"": {""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1}, ""ic50_component"": {""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 1}}",177.64652405416675,0.0,1421.3659257857169,0.0,-0.005775614435280296,0.0
regression_si,regression,SI,mae,holdout,random_forest,direct,11.647466040987638,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",178.36735326162378,0.0,1418.4139159408967,0.0,-0.0016021974875524148,0.0
regression_si,regression,SI,mae,holdout,svr,direct,0.7650835000094958,"{""C"": 1.0, ""epsilon"": 0.01, ""gamma"": ""scale""}",179.12006578748924,0.0,1424.7822598500125,0.0,-0.010616302986918402,0.0
regression_si,regression,SI,mae,holdout,ridge,direct,0.8209107919974485,"{""alpha"": 100.0}",179.92297811147577,0.0,1424.976141916137,0.0,-0.010891367765627713,0.0
regression_si,regression,SI,mae,holdout,dummy,direct,1.7419133750081528,"{""strategy"": ""median""}",180.85635582002092,0.0,1428.4616163841297,0.0,-0.015842671986869616,0.0
regression_si,regression,SI,mae,holdout,dummy,indirect,1.6009712499944726,"{""cc50_component"": {""strategy"": ""median""}, ""ic50_component"": {""strategy"": ""median""}}",181.95432607845953,0.0,1427.8910188156224,0.0,-0.01503127938913762,0.0
regression_si,regression,SI,mae,holdout,ridge,indirect,0.22580029199889395,"{""cc50_component"": {""alpha"": 10.0}, ""ic50_component"": {""alpha"": 1.0}}",4795482.86490451,0.0,67985138.01259941,0.0,-2301003443.872135,0.0
regression_si,regression,SI,mae,holdout,svr,indirect,1.6638335419993382,"{""cc50_component"": {""C"": 1.0, ""epsilon"": 0.01, ""gamma"": ""scale""}, ""ic50_component"": {""C"": 1.0, ""epsilon"": 0.01, ""gamma"": ""scale""}}",14075105.047456214,0.0,199546521.3624352,0.0,-19823376263.465527,0.0
