feature,importance,abs_importance
Kappa3,0.4319423074693416,0.4319423074693416
fr_Imine,0.4076806482958009,0.4076806482958009
EState_VSA2,0.39552174957258074,0.39552174957258074
BCUT2D_LOGPHI,0.36344729456219205,0.36344729456219205
SPS,0.34850870542374546,0.34850870542374546
AvgIpc,0.33139370687637465,0.33139370687637465
fr_thiazole,0.33067824697281667,0.33067824697281667
fr_allylic_oxid,-0.2875814095619963,0.2875814095619963
Chi4n,-0.28683043438770683,0.28683043438770683
NumSaturatedHeterocycles,-0.28409044580279574,0.28409044580279574
VSA_EState5,0.2771942812207101,0.2771942812207101
EState_VSA8,-0.2756120703658162,0.2756120703658162
PEOE_VSA6,0.27111771376748134,0.27111771376748134
BCUT2D_MWLOW,-0.2647582988758182,0.2647582988758182
EState_VSA5,0.2579727870329552,0.2579727870329552
Chi4v,-0.25379061702411027,0.25379061702411027
PEOE_VSA9,-0.25059657662741525,0.25059657662741525
MinPartialCharge,-0.25030054752824016,0.25030054752824016
EState_VSA1,-0.24824344591814076,0.24824344591814076
VSA_EState6,-0.24760011391672204,0.24760011391672204
