roc_auc,f1,balanced_accuracy,fold,best_params_json
0.785990099009901,0.7476635514018691,0.7310396039603961,holdout,"{""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5}"
